제목,지역,소분류,성별,내용
홍보및 컴퓨터,경남,창원시,공통,"다양터 컴퓨자료 보조업무 및 자료 발송노인 복지사업및 프로그램 개발에 관심있으신분 환영봉사 시간. 장소 자유업무보조에따라 포상있습니다.부산,창원, 많은 지원 바랍니다.차량 소유자 우대 합니다.자원봉사 소모임 공간도 있습니다.함께활동하며 소통하는 자리로 만들어갈수 있기를 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
성모요양원 미용봉사자 모집,인천,서구,공통,매주나 격주로 정기적으로 어르신들을 위해 미용봉사하실분 모집합니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
방문 이미용 서비스,부산,사하구,공통,"두송복지관에서 진행하고 있는 ‘방문 이미용 서비스’ 에 재능을 나눠주실 마음 따뜻하고 성실한 자원봉사자를 모집합니다. 1. 사업명 : 방문 이미용 서비스 2. 일시 : 매월 셋째주 화요일 09:00~12:00(봉사자 개인 일정에 따른 조정 가능) 3. 장소 : 두송종합사회복지관(다대2동 4지구 BMC아파트) 4. 봉사대상 : 신체적, 경제적으로 어려움이 있는 장애인 및 노인 5. 모집인원 : 2명(여자 이미용 봉사자 1명, 남자 이미용봉사자 1명) 6. 내용 : 이미용 봉사(컷트) 7. 담당자 : 사회복지사 서승욱(T. 265-9471) ***** 원활한 봉사자 모집을 위하여 VMS로 봉사활동 신청 후, 복지관으로 연락(T. 265-9471) 부탁드립니다. *****※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
재가어르신 이미용서비스,울산,남구,공통,"안녕하세요. 디딤돌재가노인지원서비스센터입니다.어르신들을 위한 이미용봉사자를 모집하고있습니다.1. 일시 : 매월 셋째주 목 오전(9시~11시)2. 장소 : 남부교회3. 활동내용 : 어르신 대상 염색 봉사4. 지원자격 : - 성별무관, 연령무관, 책임감있고 지속적으로 봉사해주실 분 - 컷트 봉사자는 기존에 있어 어르신 대상 염색 봉사 가능하신 분(전문적인 기술X) - 염색할 수 있는 분이면 누구나 환영 합니다.15명 내외 어르신들이 이미용서비스를 받고있습니다.어르신들을 위한 이미용서비스 봉사가 가능하신 분들은 연락하여 주시기 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
밑반찬 포장 및 배달 봉사자 모집,경기,성남시,공통,"봉  사  명 : 밑반찬 배달 서비스봉사 일시 : 2018년 10월 ~ 2019년 12월 31일봉사 시간 : 매주 금요일 오전 09:00~12:00모집 인원 : 00명봉사 장소 : 재가복지어르신 중 밑반찬 서비스 대상자봉사 혜택 : 봉사시간인정 및 봉사 인증서 발급 등활동 방법 : 1인 혹은 2인 1조로 복지관에서 도시락 포장 후 담당 어르신댁으로 밑반찬 배달 및 통 수거               담당어르신 방문 시 가까운 거리는 도보 이동, 먼거리의 경우 복지관 제공 교통카드 이용 혹은 자차 이동               날씨 상황을 고려하여 냉？난방 용품, 우의, 아이젠 등 제공재가 복지에 관심있는 분들의 많은 관심과 참여 부탁드립니다~!※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
★★ 이미용 자원봉사자를 모집합니다!!! ^^ ★★,광주,북구,공통,"안녕하세요. 시민종합사회복지관입니다.저희 복지관에서는 더불어 나누는 지역사회를 위해 이미용 자원봉사자를 모집합니다 ^^매 월 넷째주 금요일 지역 내 어르신들을 대상으로 진행될 예정이며, 오전 10시부터 오후 12시까지 진행됩니다.시간은 조정 가능합니다 ^^ 많은 관심 부탁드립니다 ~자원봉사 활동 참여를 희망하신 분께서는 연락부탁드리겠습니다 ^^!Tel. 062)571-4100 이다흰 사회복지사※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
이/미용 자원봉사자 모집,대구,수성구,공통,"*이/미용 자원봉사자 모집(긴급)-일정 : 매월 1회(09:00~18:00 중, 주말 제외)-장소 : 마야노인복지센터(대구 수성구 공경로 55-3, 2층 / 만촌동)-대상 : 어르신-내용 : 커트, 펌*센터에 이/미용(커트, 펌) 할 수 있는 물품 구비되어 있습니다.*활동을 희망하시는 분은 지체 없이 전화주세요! 053-744-4393※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
강동구 행복데이케어센터 프로그램 강사 모집,서울,강동구,공통,"저희 행복데이케어센터는 강동구 암사동 암사종합시장인근에 위치하고 있습니다.데이케어센터에서 어르신들을 위해 프로그램을 진행해주실 강사분을 모집하오니 많은 지원 바랍니다. ^^1. 일   시 : 매주 1회(날짜 및 시간 조정가능합니다)2. 대상자 : 치매 및 노인성 질환 어르신들3. 프로그램종류:  노래교실, 한글교실, 미술교실, 체육신체활동, 전래동화 등*강사분들의 기간에 맞춰서 봉사기간을 정하며 프로그램 종류는 강사님들께 맞추어 진행하도록 하겠습니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
강동구 행복데이케어센터 자원봉사자 모집,서울,강동구,공통,"저희 행복데이케어센터는 강동구 암사동 암사종합시장인근에 위치하고 있습니다.프로그램 진행에 따른 보조 및 식사보조, 케어보조, 송영보조, 청소 등 자원봉사자를 모집하고 있으니 많은 관심과 신청 부탁드립니다.1. 내용: 프로그램 보조, 식사보조, 케어보조, 송영보조, 청소 등2. 일시: 매주 월~금요일 오전 9시~13시 / 14시~18시         운영시간 중 상시 가능(요일 및 시간 조정 가능합니다)     3. 대상: 20세 이상4. 위치: 서울 강동구 올림픽로98길30, 탑스빌딩 3층 (암사종합시장 부근)5. 문의 및 접수: 행복데이케어센터 센터장 장혁재 010-5388-7708   (*신청 원하시는 분은 문자로 성별, 나이, 이름, 원하는 요일과 시간, 몇회 가능 여부를 문자로 알려주시면 됩니다. )  * VMS 신청 후 반드시 문자를 남겨주시기 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
차량지원및 독거노인 봉사,부산,부산진구,공통,독거어르신 전화상담및  치매가족 교육지원사업입니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
창천노인복지센터 도시락배달 봉사자 모집,서울,서대문구,공통,"-봉사기간 : 2019.02.18 ~ 2019.12.31-봉사일시 : 월, 금 11:30 ~ 12:30-봉사내용 : 서대문구 저소득 가정 도시락 배달 봉사-문의 : 02-364-0315 강두원 사회복지사※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
재가노인식사배달(도시락배달) 자원봉사자모집,충북,충주시,공통,현재 100여명의 재가 어르신들께 매일 도시락을 배달해 드립니다. 9시~12시사이에 가능한 시간에 오셔서 배달 해주시면 되구요도보로 이용가능한 곳자가로 이용가능한 곳이 있습니다.도보는 복지관 근처에 있는 아파트 단지에 배달합니다.자가는 본인의 차량으로 시내지역을 배달합니다.혹여 못 볼수 있으니 기관으로 꼭 연락주세요^^  043-855-3000※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
주말(토요일) 어르신 케어 보조,경기,김포시,공통,"토요일 10시~16시어르신 케어를 보조해 주실 봉사자 모십니다.주된 업무로는 말벗, 프로그램 진행 보조, 거동 보조 등 같이 어울려 주시는 것입니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
환경 관리 봉사.,경기,김포시,공통,센터 내 환경관리 봉사자 모십니다.30개 정도의 화분 관리를 해주실 수 있는 분 모십니다.기간과 주기는 조정가능합니다.감사합니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
"인지,신체 프로그램 진행자모집",서울,마포구,공통,"안녕하세요 서울종합간호요양센터입니다.센터에서 인지,신체 프로그램 진행자를 모집합니다.서울종합간호요양센터는 치매어르신들을 모시는 주야간센터입니다. 어르신들을 프로그램시간에 맞춰서 강의 해주시면 됩니다.저희 센터 어르신들께서는 중증치매어르신은 안 계시며 밝고 건강한 어르신들이 많이 계십니다 많은 지원 부탁드립니다~프로그램 시간 : 매일 오전프로그램 10시30분~11시30분, 오후 프로그램 14시~15시, 오후 2차 프로그램 15시30분~16시30분 (시간 협의 가능)봉사인원 : 무관주소: 서울시마포구숭문길36 2층 서울종합간호요양센터담당자: 어한규 사회복지사 (02-701-9967서울종합간호요양센터)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
이미용 봉사자 모집합니다,부산,중구,공통,송산노인전문요양원에서는 어르신 이미용서비스를 제공할 좋은 자원봉사자님을 모집합니다.날짜와 시간 모두 조율이 가능하오니 저희 요양원과 함께 자원봉사활동을 하고 싶은 봉사자님은 언제든지 연락주시면 감사하겠습니다^^봉사주기는 월 1회 봉사자님이 편하신 일정에 맞출 수 있도록 하겠습니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
독거노인 안부확인 및 정서지원,대구,달성군,공통,"단비노인복지센터에서는 화원, 옥포 일대의 저소득층 독거어르신 140여분에게 재가지원서비스를 드리고 있습니다.1. 일시 : 매주 1~2회 안부전화 및 정서지원봉사(평일 편한시간에 활동가능)평일 월~금 9시 ~ 18시2. 장소 : 대구광역시 달성군 화원읍 성화로 40 단비노인복지센터3. 내용 : 독거노인 안부전화 및 정서지원* 책임감을 가지고 정기적인 봉사활동이 가능하신분을 모집합니다.* 단비노인복지센터 053)643-2013 연락주세요.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
영역별 재능기부,경기,광명시,공통,"안녕하세요 광명장애인종합복지관입니다.^^ 장애인 복지관에서는 영역별 재능기부를 모집하고자 합니다.개인이 가지고 있는 재능을 개인의 이익이나 기술개발에만 몰두하지 않고 이를 활용해 사회에 기여하는 새로운 기부형태를 말하며,  개인이 가진 재능을 사회단체 또는 공공기관 등에 기부하여 사회에 공헌하는 것입니다.모든연령대를 대상으로 모집을 하고 있으며, 한 계층을 대상으로 하셔도 됩니다.          *재능기부*재능장소 : 광명장애인종합복지관 관내모집기간 : 2018년 8월3일부터~모집시까지모집분야 : 노래, 미술, 악기, 댄스, 운동, 퍼포먼스 등 다양한 문화예술분야신청자격 : 재능기부를 희망하는 단체 또는 개인문의 : 광명장애인종합복지관 사례관리지역연계팀 070-4510-3640~3 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[계양재가노인지원서비스센터] 차량봉사자 모집합니다.,인천,계양구,공통,"안녕하세요. 계양재가노인지원서비스센터입니다.본 센터에서는 식생활 사업에 따른 밑반찬 전달 자원봉사자를 모집하려고 합니다.많은 관심과 참여 부탁드리겠습니다.-------------------------------------------------------------------------------일시 : 매월 첫째,둘째,셋째 주 목요일(오후 14시 ~ 18시) (거의 고정된 시간)장소 : 본 센터에서 출발하여 각 담당구역(임학병방, 계산동, 효성동)으로 나뉘어 어르신들 댁 방문참고사항 : 어르신댁 특성상 골목길이 많은관계로 경차를 소유하셔서 자차로 봉사가 가능하신 분이었으면 좋겠습니다. 기타 문의사항이 있으신 분들은 계양재가노인지원서비스센터로 연락주시기 바랍니다. (업무시간[09:00-18:00] 내 032-556-0005 / 업무시간(18:00~) 외 010-4081-3407)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
독거노인 간식전달 및 안부확인 자원봉사활동,대구,수성구,공통,※화성재가노인복지센터에서 간식전달 및 안부연락 봉사자를 찾습니다.하는 내용 : 수성구 일대의 홀로사시는 어르신들을 찾아뵙고 간식 및 밑반찬을 전달하는 일입니다. 어르신들을 찾아뵙고 간식 및 밑반찬을 전달하며 어르신들에게 말벗서비스를 제공해주는 봉사활동입니다. 홀로 사시는 어르신들은 경제적으로 매우 열악하게 지내고 계시어 복지적인 마인드 및 오래 지속해주실분을 찾고 있습니다. 봉사활동을 하시는 것은 좋지만 어르신들은 사람이 자주 바뀌면 좋아하지 않으시기 때문에 신중히 생각해주시고 복지적은 마인드가 있으셨으면 좋겠습니다. 항상 세상의 희망이 되시는 선생님들이 있어서 오늘도 독거노인 어르신들은 행복을 느끼며 살아가십니다. ^^문의사항 : 전민재 사회복지사 (053-767-1185)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
